level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,1,1,33,1,59,744,42,9,95.558922,Acute
5,1,1,1,33,2,110,743,68,13,92.009636,Toxicity
5,1,1,1,33,3,206,743,10,16,64.722656,_Y
5,1,1,1,33,4,249,743,60,13,57.513203,{2450
5,1,1,1,33,5,332,744,25,12,16.928225,j=
5,1,1,1,33,6,385,739,50,14,0.0,‘3000
5,1,1,1,33,7,484,749,9,4,72.14608,=
5,1,1,1,33,8,516,744,39,12,57.111855,$3000
4,1,1,1,34,0,249,757,347,13,-1.0,
5,1,1,1,34,1,249,758,4,12,26.596718,t
5,1,1,1,34,2,332,758,25,12,25.180664,te
5,1,1,1,34,3,373,757,96,3,41.451572,TT
4,1,1,1,35,0,190,765,453,26,-1.0,
5,1,1,1,35,1,190,765,40,25,31.378765,—_—
5,1,1,1,35,2,369,767,30,24,17.915964,—
5,1,1,1,35,3,627,775,16,9,48.627464,wo
4,1,1,1,36,0,42,774,601,31,-1.0,
5,1,1,1,36,1,42,774,84,31,33.900146,INRALATION
5,1,1,1,36,2,241,787,22,9,59.350746,ow
5,1,1,1,36,3,393,787,3,3,20.80582,:
5,1,1,1,36,4,627,788,16,9,49.345215,a
4,1,1,1,37,0,36,782,625,31,-1.0,
5,1,1,1,37,1,36,782,96,25,68.05368,INHALATION
5,1,1,1,37,2,199,797,20,16,66.517235,po
5,1,1,1,37,3,231,787,43,12,0.0,BeW>
5,1,1,1,37,4,284,810,8,3,61.436264,.
5,1,1,1,37,5,628,800,33,10,58.361839,n-
4,1,1,1,38,0,42,807,602,30,-1.0,
5,1,1,1,38,1,42,813,31,11,51.345917,"Inh,"
5,1,1,1,38,2,84,814,93,13,96.524284,Development
5,1,1,1,38,3,194,817,8,4,87.400864,=
5,1,1,1,38,4,217,803,10,28,41.93679,_
5,1,1,1,38,5,238,807,26,18,34.880852,‘Tl
5,1,1,1,38,6,275,813,20,11,65.402252,ud
5,1,1,1,38,7,390,815,2,2,30.272537,.
5,1,1,1,38,8,628,814,16,23,50.590099,Bay
4,1,1,1,39,0,11,833,633,41,-1.0,
5,1,1,1,39,1,11,851,15,23,80.964729,>
5,1,1,1,39,2,42,841,31,11,45.494064,"Inh,"
5,1,1,1,39,3,77,833,74,28,30.530605,/Immunity
5,1,1,1,39,4,193,844,9,5,72.105324,=
5,1,1,1,39,5,628,841,16,22,72.815704,3
4,1,1,1,40,0,205,864,439,12,-1.0,
5,1,1,1,40,1,205,864,2,3,22.364079,.
5,1,1,1,40,2,628,866,16,10,58.081036,o
