level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,1,1,6,5,375,185,45,11,92.844727,"Sanders,"
5,1,1,1,6,6,424,184,42,11,89.717331,Edward;
5,1,1,1,6,7,470,183,53,12,69.735275,"McKinney,"
5,1,1,1,6,8,527,182,28,10,82.787224,Wille
5,1,1,1,6,9,558,182,9,11,87.648682,J;
5,1,1,1,6,10,571,181,23,11,56.95908,"Hof,"
5,1,1,1,6,11,598,181,28,10,95.754501,Klaus
5,1,1,1,6,12,630,182,22,9,15.906839,von
4,1,1,1,7,0,180,198,275,16,-1.0,
5,1,1,1,7,1,180,203,51,11,59.241165,"Dempsey,"
5,1,1,1,7,2,235,202,27,10,64.966629,Rutn;
5,1,1,1,7,3,266,200,68,12,12.434616,"Seininghaus,"
5,1,1,1,7,4,337,199,27,10,72.811508,Wall
5,1,1,1,7,5,369,199,37,10,88.186378,"Devies,"
5,1,1,1,7,6,410,198,30,9,84.358727,Bruce
5,1,1,1,7,7,444,198,11,8,76.295761,D.
4,1,1,1,8,0,29,206,624,32,-1.0,
5,1,1,1,8,1,29,209,22,29,39.403996,Ge:
5,1,1,1,8,2,180,215,29,10,31.650272,Barre.
5,1,1,1,8,3,213,215,40,9,88.797882,Annette
5,1,1,1,8,4,257,214,15,10,57.264488,ML:
5,1,1,1,8,5,276,213,30,11,92.043694,"Cash,"
5,1,1,1,8,6,310,213,27,9,84.29821,Rose
5,1,1,1,8,7,341,212,13,11,66.38559,6.;
5,1,1,1,8,8,358,212,27,10,73.032936,"Baur,"
5,1,1,1,8,9,389,211,35,11,82.761192,Elaine;
5,1,1,1,8,10,427,210,37,12,87.143517,"Gygax,"
5,1,1,1,8,11,467,209,17,11,15.019035,ul;
5,1,1,1,8,12,488,209,43,11,17.402992,"Mawyer,"
5,1,1,1,8,13,535,207,35,11,91.29348,Denise
5,1,1,1,8,14,574,207,13,11,8.650589,Ts
5,1,1,1,8,15,590,207,22,11,62.835827,"Vil,"
5,1,1,1,8,16,617,206,36,12,40.625732,Bight
4,1,1,1,9,0,33,222,289,29,-1.0,
5,1,1,1,9,1,33,222,46,29,80.058487,Subject:
5,1,1,1,9,2,180,228,27,9,68.73674,Does
5,1,1,1,9,3,210,229,38,10,94.130203,anyone
5,1,1,1,9,4,251,227,26,9,86.516724,need
5,1,1,1,9,5,281,228,6,7,65.172714,a
5,1,1,1,9,6,291,226,31,9,84.699577,book?
4,1,1,1,10,0,34,263,353,19,-1.0,
5,1,1,1,10,1,34,271,17,10,0.0,Y'en
5,1,1,1,10,2,54,270,45,12,93.230995,thinking
5,1,1,1,10,3,102,258,3,29,75.798355,|
5,1,1,1,10,4,110,268,60,11,95.659248,distributed
5,1,1,1,10,5,174,267,37,11,92.987312,before
5,1,1,1,10,6,215,267,17,10,96.801689,but
5,1,1,1,10,7,236,267,28,10,96.42305,have
5,1,1,1,10,8,268,268,7,8,79.752899,a
5,1,1,1,10,9,279,265,37,11,26.943312,limited
5,1,1,1,10,10,320,264,44,11,96.432365,number
5,1,1,1,10,11,368,263,19,11,30.889883,left:
4,1,1,1,11,0,35,292,373,18,-1.0,
5,1,1,1,11,1,35,299,46,11,95.944427,Nicotine
5,1,1,1,11,2,85,298,21,11,95.981956,and
5,1,1,1,11,3,111,297,43,11,96.70401,Related
5,1,1,1,11,4,159,296,69,13,95.115074,Compounds
5,1,1,1,11,5,231,295,22,10,87.982986,and
5,1,1,1,11,6,256,294,31,11,87.982986,Thelr
5,1,1,1,11,7,291,293,65,11,4.612913,Metabolites
5,1,1,1,11,8,360,292,48,13,68.93248,{Gorrad)
4,1,1,1,12,0,35,310,175,16,-1.0,
5,1,1,1,12,1,35,313,45,13,94.993256,Virtually
5,1,1,1,12,2,84,313,27,10,96.472237,Safe
5,1,1,1,12,3,115,312,59,12,73.04747,Cigarettes
5,1,1,1,12,4,178,310,32,13,80.561058,(Gori)
4,1,1,1,13,0,35,315,616,23,-1.0,
5,1,1,1,13,1,35,328,22,10,13.311434,vie
5,1,1,1,13,2,62,328,29,9,26.116692,Bees
5,1,1,1,13,3,95,327,38,10,48.490646,Makes
5,1,1,1,13,4,137,326,18,9,89.653458,the
5,1,1,1,13,5,159,325,39,10,87.753464,Poison
5,1,1,1,13,6,202,323,57,14,39.925072,(Ottobon))-
5,1,1,1,13,7,263,323,40,10,65.376152,these
5,1,1,1,13,8,307,322,27,10,96.820374,have
5,1,1,1,13,9,338,321,42,12,64.37574,already
5,1,1,1,13,10,384,320,28,11,94.133614,been
5,1,1,1,13,11,416,319,63,13,91.349205,catalogued
5,1,1,1,13,12,483,318,14,13,93.30603,by
5,1,1,1,13,13,501,318,42,12,16.369295,Liorary;
5,1,1,1,13,14,547,317,16,11,95.327438,for
5,1,1,1,13,15,566,316,57,11,24.676428,Richmond
5,1,1,1,13,16,627,315,24,13,87.469673,only
4,1,1,1,14,0,36,347,442,21,-1.0,
5,1,1,1,14,1,36,357,17,10,69.843887,Pis
5,1,1,1,14,2,57,356,37,10,68.454697,advise
5,1,1,1,14,3,98,355,7,10,96.539284,if
5,1,1,1,14,4,108,354,31,14,65.291313,you'd
5,1,1,1,14,5,143,354,19,10,93.748169,like
5,1,1,1,14,6,167,356,5,8,93.965332,a
5,1,1,1,14,7,176,356,31,10,83.424408,copy;
5,1,1,1,14,8,211,352,58,11,73.459526,"otherwise,"
5,1,1,1,14,9,273,351,39,12,60.705887,they're
5,1,1,1,14,10,316,350,31,13,95.93837,being
5,1,1,1,14,11,352,349,44,13,89.288139,shipped
5,1,1,1,14,12,399,350,11,9,89.288139,to
5,1,1,1,14,13,414,348,18,10,96.529335,the
5,1,1,1,14,14,436,347,42,13,94.776955,Library.
4,1,1,1,15,0,35,356,416,34,-1.0,
5,1,1,1,15,1,35,360,53,30,53.802994,Tracking:
5,1,1,1,15,2,179,356,46,29,5.641422,Rectplent
5,1,1,1,15,3,428,362,23,8,32.956322,"""sad"
4,1,1,1,16,0,183,382,80,10,-1.0,
5,1,1,1,16,1,183,384,36,8,11.959152,"Patotan,"
5,1,1,1,16,2,222,383,31,9,20.643892,George
5,1,1,1,16,3,256,382,7,8,40.886803,d.
4,1,1,1,17,0,179,388,357,29,-1.0,
5,1,1,1,17,1,179,388,42,29,36.552864,"ocean,"
5,1,1,1,17,2,224,388,16,29,66.273346,Ken
5,1,1,1,17,3,243,388,9,29,53.933102,F.
5,1,1,1,17,4,425,382,29,30,38.691097,eee:
5,1,1,1,17,5,457,382,41,30,3.40517,2ng72002
5,1,1,1,17,6,502,382,38,30,44.828144,7:54AM
4,1,1,1,18,0,183,405,354,29,-1.0,
5,1,1,1,18,1,183,416,24,9,0.0,"eae,"
5,1,1,1,18,2,212,405,23,29,63.715225,Roger
5,1,1,1,18,3,239,405,11,29,60.902695,A.
5,1,1,1,18,4,425,399,29,29,49.496899,‘ane:
5,1,1,1,18,5,457,410,80,9,4.599113,20200
5,1,1,1,18,6,502,399,18,29,58.46912,408
5,1,1,1,18,7,524,399,17,29,23.85807,FA
4,1,1,1,19,0,184,426,353,16,-1.0,
5,1,1,1,19,1,184,433,35,9,3.894854,Poet
5,1,1,1,19,2,222,433,22,7,61.512291,Hane
5,1,1,1,19,3,430,428,22,8,47.867233,Pend:
5,1,1,1,19,4,457,427,42,8,71.951149,2/8/2002
5,1,1,1,19,5,502,427,18,7,61.949085,230
5,1,1,1,19,6,524,426,13,8,83.624832,PM
4,1,1,1,20,0,180,438,357,29,-1.0,
5,1,1,1,20,1,180,438,31,29,66.272057,"Kobe,"
5,1,1,1,20,2,216,438,18,29,59.856346,Gord
5,1,1,1,20,3,430,444,22,8,60.902664,Road:
5,1,1,1,20,4,459,432,40,29,56.417271,21872002
5,1,1,1,20,5,503,432,18,29,56.417271,406
5,1,1,1,20,6,524,443,13,7,77.842583,PM
4,1,1,1,21,0,185,459,352,15,-1.0,
5,1,1,1,21,1,185,466,45,8,5.707216,"‘carhnan,"
5,1,1,1,21,2,233,465,29,7,52.702805,Lower
5,1,1,1,21,3,431,461,24,7,61.09433,ec
5,1,1,1,21,4,458,460,63,8,29.799528,218120003.
5,1,1,1,21,5,524,459,13,8,50.560738,PM
4,1,1,1,22,0,181,471,357,29,-1.0,
5,1,1,1,22,1,181,471,35,29,46.921715,"“Ticket,"
5,1,1,1,22,2,219,471,37,29,0.0,Aniboy
5,1,1,1,22,3,431,465,25,29,44.630203,eek:
5,1,1,1,22,4,460,465,62,29,0.0,2160024235
5,1,1,1,22,5,525,475,13,8,92.156494,PM
4,1,1,1,23,0,185,492,353,15,-1.0,
5,1,1,1,23,1,185,499,35,8,50.158768,"Sandor,"
5,1,1,1,23,2,226,498,31,8,33.228462,Baar
5,1,1,1,23,3,431,494,25,8,30.646915,eee:
5,1,1,1,23,4,459,481,41,30,49.212616,2772002
5,1,1,1,23,5,504,481,34,30,45.282845,5:18PM
4,1,1,1,24,0,182,504,357,29,-1.0,
5,1,1,1,24,1,182,504,47,29,15.612783,"Heckinnay,"
5,1,1,1,24,2,235,504,27,29,39.988064,Wile}
5,1,1,1,24,3,330,515,4,3,23.760357,:
5,1,1,1,24,4,427,498,29,29,52.996254,React
5,1,1,1,24,5,459,509,80,10,45.81353,22/2002
5,1,1,1,24,6,504,498,18,29,54.560127,9:07
5,1,1,1,24,7,526,498,17,29,49.509197,AM
4,1,1,1,25,0,186,525,353,16,-1.0,
5,1,1,1,25,1,186,532,19,9,20.608978,ok
5,1,1,1,25,2,208,532,23,8,29.652042,Klaus
5,1,1,1,25,3,234,533,15,6,56.264206,von
5,1,1,1,25,4,432,527,22,8,61.123039,eas:
5,1,1,1,25,5,460,525,79,9,0.0,22er202
5,1,1,1,25,6,505,515,18,29,31.493063,450
5,1,1,1,25,7,527,515,15,29,59.733387,AM
4,1,1,1,26,0,187,542,352,16,-1.0,
5,1,1,1,26,1,187,549,41,9,0.0,"orgoey,"
5,1,1,1,26,2,231,548,20,7,30.825644,ith
5,1,1,1,26,3,432,543,25,8,54.519573,aed:
5,1,1,1,26,4,460,542,42,8,62.965012,26/2008
5,1,1,1,26,5,505,542,18,7,76.226715,4:28
5,1,1,1,26,6,526,542,13,7,18.068943,FH
4,1,1,1,27,0,187,564,76,10,-1.0,
5,1,1,1,27,1,187,565,54,9,2.694483,"elnghans,"
5,1,1,1,27,2,244,564,19,8,67.019104,Wot
4,1,1,1,28,0,183,570,357,30,-1.0,
5,1,1,1,28,1,183,570,35,30,66.538208,"Davis,"
5,1,1,1,28,2,223,570,20,30,48.636322,Bruce
5,1,1,1,28,3,248,570,7,30,56.508327,0.
5,1,1,1,28,4,433,577,22,8,67.625107,oes:
5,1,1,1,28,5,460,575,80,9,50.138302,216720083304
5,1,1,1,28,6,528,565,15,29,77.092804,PM
4,1,1,1,29,0,187,587,353,29,-1.0,
5,1,1,1,29,1,187,599,25,8,53.480984,"id,"
5,1,1,1,29,2,216,587,41,29,6.502924,Arete.
5,1,1,1,29,3,433,581,25,29,33.623672,ond:
5,1,1,1,29,4,461,592,79,9,66.747047,21872002
5,1,1,1,29,5,506,581,15,29,0.0,3:4
5,1,1,1,29,6,528,581,15,29,52.175201,PM
4,1,1,1,30,0,184,603,357,30,-1.0,
5,1,1,1,30,1,184,603,28,30,64.09655,"Cah,"
5,1,1,1,30,2,219,603,18,30,22.097206,ove
5,1,1,1,30,3,239,614,6,8,74.690361,8
5,1,1,1,30,4,430,598,29,29,42.247856,Rese:
5,1,1,1,30,5,461,608,80,10,15.056868,fren
5,1,1,1,30,6,507,598,18,29,14.729033,2:2}
5,1,1,1,30,7,529,598,15,29,35.630474,PHA
4,1,1,1,31,0,188,624,353,16,-1.0,
5,1,1,1,31,1,188,632,22,8,66.551598,Baur.
5,1,1,1,31,2,213,631,26,8,20.612026,Ene
5,1,1,1,31,3,434,626,22,8,56.889172,Read:
5,1,1,1,31,4,461,626,42,8,56.889172,21972002
5,1,1,1,31,5,506,625,18,8,77.792664,848
5,1,1,1,31,6,527,624,14,8,81.25927,AM
4,1,1,1,32,0,188,637,353,30,-1.0,
5,1,1,1,32,1,188,637,29,30,31.053877,rae.
5,1,1,1,32,2,434,643,25,8,51.007835,ead:
5,1,1,1,32,3,463,631,40,29,51.007835,22072002
5,1,1,1,32,4,507,631,18,29,44.038387,8.26
5,1,1,1,32,5,528,641,13,8,90.656898,AM
4,1,1,1,33,0,189,653,353,30,-1.0,
5,1,1,1,33,1,189,653,35,30,0.0,"rant,"
5,1,1,1,33,2,230,653,25,30,47.936119,Denso
5,1,1,1,33,3,260,664,7,7,56.159248,T.
5,1,1,1,33,4,431,647,27,29,60.330856,Rane
5,1,1,1,33,5,462,658,80,9,0.0,ern
5,1,1,1,33,6,508,647,15,29,54.219025,2:3
5,1,1,1,33,7,530,647,15,29,31.023989,PH
4,1,1,1,34,0,189,674,353,16,-1.0,
5,1,1,1,34,1,189,681,18,9,24.283199,"Yo,"
5,1,1,1,34,2,210,681,29,9,21.111179,Bia
5,1,1,1,34,3,435,676,22,8,67.875961,eed:
5,1,1,1,34,4,462,674,80,9,26.808281,2072002
5,1,1,1,34,5,508,664,18,29,75.638939,228
5,1,1,1,34,6,530,664,15,29,75.638939,AM
4,1,1,1,35,0,363,923,4,8,-1.0,
5,1,1,1,35,1,363,923,4,8,74.751808,1
