level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,1,1,9,4,321,255,58,13,93.259933,"London,"
5,1,1,1,9,5,390,255,42,13,38.994373,"U.K.,"
5,1,1,1,9,6,444,255,34,11,94.498764,1960
4,1,1,1,10,0,48,270,421,13,-1.0,
5,1,1,1,10,1,48,270,68,10,42.098564,WLR.C.P.
5,1,1,1,10,2,128,270,41,13,93.111549,"1964,"
5,1,1,1,10,3,181,270,67,11,69.029305,"F.R.C.P,"
5,1,1,1,10,4,262,270,21,13,61.003651,(C)
5,1,1,1,10,5,296,271,40,12,93.260231,"1976,"
5,1,1,1,10,6,347,271,76,12,66.63205,"F-R.C.P.,"
5,1,1,1,10,7,436,271,33,9,89.589996,1980
4,1,1,1,11,0,48,299,130,13,-1.0,
5,1,1,1,11,1,48,299,79,13,90.348007,Positions
5,1,1,1,11,2,136,300,42,12,91.394371,Held:
4,1,1,1,12,0,48,329,472,14,-1.0,
5,1,1,1,12,1,48,330,114,10,95.1175,Massachusetts
5,1,1,1,12,2,172,329,61,11,93.282791,General
5,1,1,1,12,3,242,329,140,14,90.368423,"Hospital,Harvard"
5,1,1,1,12,4,390,329,61,12,96.442909,Medical
5,1,1,1,12,5,461,330,59,13,96.527596,"School,"
4,1,1,1,13,0,93,344,543,12,-1.0,
5,1,1,1,13,1,93,344,69,11,94.188759,Clinical
5,1,1,1,13,2,172,345,26,10,96.74794,and
5,1,1,1,13,3,207,345,70,10,96.978233,Research
5,1,1,1,13,4,286,345,53,10,96.928757,Fellow
5,1,1,1,13,5,576,346,60,10,92.845383,1964-66
4,1,1,1,14,0,49,359,561,14,-1.0,
5,1,1,1,14,1,49,360,43,10,96.69252,State
5,1,1,1,14,2,101,359,88,14,96.498573,University
5,1,1,1,14,3,198,360,17,11,96.163483,of
5,1,1,1,14,4,224,361,27,10,85.210037,New
5,1,1,1,14,5,260,360,35,11,96.818214,York
5,1,1,1,14,6,303,360,18,11,96.821602,at
5,1,1,1,14,7,330,360,67,13,96.198082,"Buffalo,"
5,1,1,1,14,8,408,361,50,10,44.193451,U.S.A.
5,1,1,1,14,9,576,361,34,10,90.168121,1966
4,1,1,1,15,0,92,374,544,12,-1.0,
5,1,1,1,15,1,92,374,79,12,96.049133,Assistant
5,1,1,1,15,2,180,375,71,11,96.081024,Research
5,1,1,1,15,3,260,375,78,11,94.845116,Professor
5,1,1,1,15,4,347,375,17,11,91.870621,of
5,1,1,1,15,5,373,375,70,11,96.890488,Medicine
5,1,1,1,15,6,576,376,60,10,90.123466,1967-68
4,1,1,1,16,0,48,389,404,15,-1.0,
5,1,1,1,16,1,48,390,70,11,84.54541,McMaster
5,1,1,1,16,2,127,389,95,14,96.92659,"University,"
5,1,1,1,16,3,233,390,76,13,95.725586,"Hamilton,"
5,1,1,1,16,4,321,390,67,14,96.526619,"Ontario,"
5,1,1,1,16,5,400,391,52,10,96.906754,Canada
4,1,1,1,17,0,92,405,517,12,-1.0,
5,1,1,1,17,1,92,405,79,11,95.729485,Assistant
5,1,1,1,17,2,181,406,78,10,95.729485,Professor
5,1,1,1,17,3,269,406,16,10,94.534988,of
5,1,1,1,17,4,294,405,70,11,94.534988,Medicine
5,1,1,1,17,5,576,407,33,10,84.300964,1968
4,1,1,1,18,0,93,420,542,12,-1.0,
5,1,1,1,18,1,93,420,69,11,93.477165,Canadian
5,1,1,1,18,2,171,420,61,11,95.789589,Medical
5,1,1,1,18,3,242,421,70,10,96.977257,Research
5,1,1,1,18,4,321,420,60,11,93.516327,Council
5,1,1,1,18,5,391,421,61,10,81.362991,Scholar
5,1,1,1,18,6,576,422,59,10,83.390213,1969-74
4,1,1,1,19,0,93,435,543,14,-1.0,
5,1,1,1,19,1,93,435,76,13,94.25898,"Director,"
5,1,1,1,19,2,180,436,36,10,96.689346,Host
5,1,1,1,19,3,224,435,88,11,93.250816,Resistance
5,1,1,1,19,4,321,436,78,13,67.903534,Progranne
5,1,1,1,19,5,576,436,60,11,79.035789,1971-78
4,1,1,1,20,0,92,450,517,14,-1.0,
5,1,1,1,20,1,92,451,79,10,95.701538,Professor
5,1,1,1,20,2,180,451,17,10,96.690544,of
5,1,1,1,20,3,207,450,76,14,89.318398,"Medicine,"
5,1,1,1,20,4,295,451,26,10,96.84922,and
5,1,1,1,20,5,330,451,78,13,96.410187,Pathology
5,1,1,1,20,6,576,452,33,10,72.971542,1874
4,1,1,1,21,0,93,465,323,14,-1.0,
5,1,1,1,21,1,93,465,75,14,95.976067,"Chairman,"
5,1,1,1,21,2,180,466,42,13,96.353745,Dept.
5,1,1,1,21,3,234,466,16,10,95.89946,of
5,1,1,1,21,4,260,466,79,13,91.606667,Pathology
5,1,1,1,21,5,357,467,59,10,91.606667,1978-89
4,1,1,1,22,0,92,480,527,14,-1.0,
5,1,1,1,22,1,92,480,130,14,96.728157,"Vice-President,"
5,1,1,1,22,2,234,481,61,13,95.840431,Faculty
5,1,1,1,22,3,303,481,53,11,95.840431,Health
5,1,1,1,22,4,365,480,69,12,95.017647,Sciences
5,1,1,1,22,5,576,482,43,10,79.295334,1989-
4,1,1,1,23,0,48,510,89,14,-1.0,
5,1,1,1,23,1,48,510,89,14,3.599911,Bovietien:
4,1,1,1,24,0,49,540,587,14,-1.0,
5,1,1,1,24,1,49,540,69,12,94.267265,Canadian
5,1,1,1,24,2,128,541,61,13,96.759407,Society
5,1,1,1,24,3,198,542,17,10,96.547859,of
5,1,1,1,24,4,226,541,92,13,27.345867,"Immunology,"
5,1,1,1,24,5,330,541,78,11,92.791618,President
5,1,1,1,24,6,577,542,59,10,89.973183,1985-87
4,1,1,1,25,0,49,556,228,14,-1.0,
5,1,1,1,25,1,49,556,70,11,95.844307,Canadian
5,1,1,1,25,2,128,556,26,11,96.949135,Red
5,1,1,1,25,3,163,557,43,10,92.229065,Cross
5,1,1,1,25,4,216,556,61,14,96.76577,Society
4,1,1,1,26,0,93,570,543,14,-1.0,
5,1,1,1,26,1,93,572,43,10,96.675659,Blood
5,1,1,1,26,2,146,571,69,11,96.854965,Services
5,1,1,1,26,3,225,571,84,13,94.11171,"Committee,"
5,1,1,1,26,4,322,570,69,12,95.628471,chairman
5,1,1,1,26,5,577,573,59,9,25.814123,1988-90
4,1,1,1,27,0,49,586,587,14,-1.0,
5,1,1,1,27,1,49,586,79,14,86.371544,Collegium
5,1,1,1,27,2,137,586,122,11,93.306145,Internationale
5,1,1,1,27,3,268,586,129,14,28.466743,"Allergelogicum,"
5,1,1,1,27,4,409,587,78,13,96.629349,Secretary
5,1,1,1,27,5,576,587,60,10,92.226364,1987-92
4,1,1,1,28,0,49,601,403,14,-1.0,
5,1,1,1,28,1,49,601,113,11,94.622467,International
5,1,1,1,28,2,172,601,44,11,96.531166,Union
5,1,1,1,28,3,225,602,17,10,96.732376,of
5,1,1,1,28,4,252,601,112,14,85.839333,Immunological
5,1,1,1,28,5,374,601,78,12,95.403061,Societies
4,1,1,1,29,0,89,608,547,30,-1.0,
5,1,1,1,29,1,89,608,91,30,92.111076,Councillor
5,1,1,1,29,2,577,618,59,10,89.449738,1989-92
4,1,1,1,30,0,49,631,587,15,-1.0,
5,1,1,1,30,1,49,632,78,11,41.720459,Pharmacia
5,1,1,1,30,2,136,632,62,14,84.935371,Allergy
5,1,1,1,30,3,207,632,70,11,96.985054,Research
5,1,1,1,30,4,286,631,88,12,96.744476,Foundation
5,1,1,1,30,5,382,633,44,10,96.783073,Board
5,1,1,1,30,6,577,633,59,10,89.82608,1987-89
4,1,1,1,31,0,49,647,587,14,-1.0,
5,1,1,1,31,1,49,647,61,14,95.126099,Society
5,1,1,1,31,2,119,648,26,11,96.967079,for
5,1,1,1,31,3,154,648,61,11,95.758888,Mucosal
5,1,1,1,31,4,225,648,93,13,95.09066,"Immunology,"
5,1,1,1,31,5,330,647,78,12,96.892792,President
5,1,1,1,31,6,576,649,60,10,86.625465,1990-92
4,1,1,1,32,0,49,663,341,13,-1.0,
5,1,1,1,32,1,49,663,58,13,96.92897,"Member,"
5,1,1,1,32,2,119,663,43,11,94.624596,Order
5,1,1,1,32,3,172,663,17,11,96.978867,of
5,1,1,1,32,4,198,663,26,10,96.179428,the
5,1,1,1,32,5,233,663,27,10,96.179428,Red
5,1,1,1,32,6,269,664,43,10,52.435856,"Cross,"
5,1,1,1,32,7,357,664,33,10,85.260468,1990
4,1,1,1,33,0,48,677,378,14,-1.0,
5,1,1,1,33,1,48,677,71,12,96.534241,American
5,1,1,1,33,2,128,677,61,14,96.872833,Society
5,1,1,1,33,3,199,678,25,11,96.681259,for
5,1,1,1,33,4,234,677,69,12,83.573082,Clinical
5,1,1,1,33,5,313,677,113,14,96.267433,Investigation
4,1,1,1,34,0,49,692,298,14,-1.0,
5,1,1,1,34,1,49,692,96,12,96.55175,Association
5,1,1,1,34,2,155,693,16,11,96.918175,of
5,1,1,1,34,3,180,693,71,11,96.774048,American
5,1,1,1,34,4,260,693,87,13,96.811378,Physicians
4,1,1,1,35,0,48,723,369,14,-1.0,
5,1,1,1,35,1,48,723,369,14,93.135025,Bibliography
5,1,1,1,35,2,162,719,45,25,96.684906,(more
5,1,1,1,35,3,216,719,37,25,96.187996,than
5,1,1,1,35,4,260,719,26,25,92.919945,300
5,1,1,1,35,5,293,723,124,14,90.87178,publications):
4,1,1,1,36,0,49,752,620,15,-1.0,
5,1,1,1,36,1,49,752,67,14,89.897987,"Pezzati,"
5,1,1,1,36,2,128,754,23,12,91.348526,"P.,"
5,1,1,1,36,3,163,752,67,14,92.465271,"Stanisz,"
5,1,1,1,36,4,242,754,41,12,63.408417,"A.M.,"
5,1,1,1,36,5,294,753,77,13,93.137489,"Marshall,"
5,1,1,1,36,6,382,754,41,12,56.022472,"J.S.,"
5,1,1,1,36,7,435,753,102,13,92.540733,"Bienenstock,"
5,1,1,1,36,8,549,754,23,12,88.827034,"J.,"
5,1,1,1,36,9,585,754,25,11,96.927681,and
5,1,1,1,36,10,620,754,49,13,75.597,"stead,"
4,1,1,1,37,0,49,768,597,14,-1.0,
5,1,1,1,37,1,49,769,32,10,78.610962,R.H.
5,1,1,1,37,2,102,768,87,13,95.596169,Expression
5,1,1,1,37,3,199,768,16,11,96.985245,of
5,1,1,1,37,4,225,771,43,8,95.461014,nerve
5,1,1,1,37,5,277,769,53,12,93.306007,growth
5,1,1,1,37,6,339,769,131,13,87.839485,factor-receptor
5,1,1,1,37,7,480,768,139,14,88.524193,immunoreactivity
5,1,1,1,37,8,629,772,17,8,96.852333,on
4,1,1,1,38,0,50,782,637,15,-1.0,
5,1,1,1,38,1,50,782,86,12,96.805656,follicular
5,1,1,1,38,2,145,782,79,11,96.169937,dendritic
5,1,1,1,38,3,234,783,43,10,95.800629,cells
5,1,1,1,38,4,287,783,34,11,94.395607,from
5,1,1,1,38,5,330,783,44,11,94.45652,human
5,1,1,1,38,6,382,786,52,8,87.628502,mucosa
5,1,1,1,38,7,444,783,87,11,96.316994,associated
5,1,1,1,38,8,541,783,70,14,95.688988,lymphoid
5,1,1,1,38,9,620,783,67,11,93.820404,tissues.
4,1,1,1,39,0,50,799,207,10,-1.0,
5,1,1,1,39,1,50,799,66,10,83.814857,Immunol.
5,1,1,1,39,2,128,799,17,10,95.19928,In
5,1,1,1,39,3,154,799,50,10,95.19928,Press.
5,1,1,1,39,4,217,799,40,9,83.629448,1991.
4,1,1,1,40,0,49,827,588,15,-1.0,
5,1,1,1,40,1,49,829,129,12,91.414627,"Blennerhassett,"
5,1,1,1,40,2,189,829,33,10,86.697746,M.G.
5,1,1,1,40,3,234,829,7,10,86.697746,&
5,1,1,1,40,4,251,827,102,14,90.184105,"Bienenstock,"
5,1,1,1,40,5,364,829,16,10,88.738098,J.
5,1,1,1,40,6,399,829,71,13,95.505386,Apparent
5,1,1,1,40,7,480,829,95,11,96.238998,innervation
5,1,1,1,40,8,585,830,16,10,96.943336,of
5,1,1,1,40,9,611,830,26,10,96.97599,rat
4,1,1,1,41,0,49,843,594,15,-1.0,
5,1,1,1,41,1,49,844,87,13,95.60788,basophilic
5,1,1,1,41,2,146,843,78,12,93.274284,leukaemia
5,1,1,1,41,3,236,844,73,13,86.885406,(RBL-2H3)
5,1,1,1,41,4,321,844,43,10,96.592651,cells
5,1,1,1,41,5,374,844,17,13,96.764259,by
5,1,1,1,41,6,400,844,96,13,96.701447,sympathetic
5,1,1,1,41,7,505,847,52,8,96.965187,nerves
5,1,1,1,41,8,567,837,18,26,93.721252,in
5,1,1,1,41,9,566,844,77,14,87.799454,vitro.
4,1,1,1,42,0,49,858,330,12,-1.0,
5,1,1,1,42,1,49,858,104,12,96.285843,Neuroscience
5,1,1,1,42,2,163,859,67,11,88.831306,Letters.
5,1,1,1,42,3,252,859,16,11,92.777847,In
5,1,1,1,42,4,278,859,49,10,95.961594,Press.
5,1,1,1,42,5,340,859,39,11,77.970436,1991.
