doc_id,file_path,relative_path,class_name,split_original,source_folder,file_ext,width,height,read_error,hash_md5,split
doc_00000024,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2063304296.tif,test/form/2063304296.tif,form,test,test/form,.tif,754.0,1000.0,,ece813abbdeaeb776b43a7ce31ed07b0,train
doc_00000025,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2030137776.tif,test/form/2030137776.tif,form,test,test/form,.tif,780.0,1000.0,,168e8180f06defee513708379ebbe2cb,train
doc_00000026,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2084068597_8598.tif,test/form/2084068597_8598.tif,form,test,test/form,.tif,754.0,1000.0,,539440759a8dc9bf89e4a33b5dd697f1,train
doc_00000027,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2081039334.tif,test/form/2081039334.tif,form,test,test/form,.tif,802.0,1000.0,,e196167e93133e422fcd554da5b2f44f,train
doc_00000028,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2081977143.tif,test/form/2081977143.tif,form,test,test/form,.tif,802.0,1000.0,,7a4eda8df17c11f8cd29cc9a3691f736,train
doc_00000029,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2075464949.tif,test/form/2075464949.tif,form,test,test/form,.tif,754.0,1000.0,,77e0771fa7d99196446cb14c0a95958c,test
doc_00000030,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2074842784.tif,test/form/2074842784.tif,form,test,test/form,.tif,754.0,1000.0,,cc36205e32f5d83bee1695aa33a9b20e,val
doc_00000031,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2070566994.tif,test/form/2070566994.tif,form,test,test/form,.tif,754.0,1000.0,,60be99736909d941ff4d98ffafd642b3,train
doc_00000032,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2028711777.tif,test/form/2028711777.tif,form,test,test/form,.tif,777.0,1000.0,,c20f113d11bd1fa4d9a9ed33b77c0c83,train
doc_00000033,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/92161058.tif,test/form/92161058.tif,form,test,test/form,.tif,754.0,1000.0,,3a8779d0b9b0a3f72bb24d215de9dc86,train
doc_00000034,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2070001710_1711.tif,test/form/2070001710_1711.tif,form,test,test/form,.tif,754.0,1000.0,,728887b935648e525abb47a0b5e68725,train
doc_00000035,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/96313195.tif,test/form/96313195.tif,form,test,test/form,.tif,754.0,1000.0,,27342d70361438dd150b8fef9cbfcc28,train
doc_00000036,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2028879950.tif,test/form/2028879950.tif,form,test,test/form,.tif,777.0,1000.0,,40314663af3b7cec191423ec4a1879fc,train
doc_00000037,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2505233972_3973.tif,test/form/2505233972_3973.tif,form,test,test/form,.tif,754.0,1000.0,,35a484a664b0d3a55d0fe14080f7c874,val
doc_00000038,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2084108086.tif,test/form/2084108086.tif,form,test,test/form,.tif,754.0,1000.0,,02f770315f3e446c8107e1c05d2b0f36,train
doc_00000039,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/506031827_506031828.tif,test/form/506031827_506031828.tif,form,test,test/form,.tif,785.0,1000.0,,4fe0e5df0396dbf95b9e34e581828ea7,train
doc_00000040,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2030375270.tif,test/form/2030375270.tif,form,test,test/form,.tif,757.0,1000.0,,4063993df83c6508265e2e7327324d34,train
doc_00000041,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2024591318_1321.tif,test/form/2024591318_1321.tif,form,test,test/form,.tif,754.0,1000.0,,763cd7967fb9956f3ccef95fa9277eb3,train
doc_00000042,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2063196638.tif,test/form/2063196638.tif,form,test,test/form,.tif,802.0,1000.0,,f70442ba171fe0c6c37c8142962f7860,train
doc_00000043,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2073086725.tif,test/form/2073086725.tif,form,test,test/form,.tif,754.0,1000.0,,1465f859016f69ac69a2774352519c52,train
doc_00000044,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/505322366.tif,test/form/505322366.tif,form,test,test/form,.tif,738.0,1000.0,,b380debaa238551764f8167b1cce5e4b,test
doc_00000045,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2050642989_2050642992.tif,test/form/2050642989_2050642992.tif,form,test,test/form,.tif,645.0,1000.0,,d61529d805add3ee700f859406a9e6be,train
doc_00000046,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/82345088_5089.tif,test/form/82345088_5089.tif,form,test,test/form,.tif,754.0,1000.0,,4c602dd1ad0f271ac645c772e5942c9c,train
doc_00000047,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2054063803.tif,test/form/2054063803.tif,form,test,test/form,.tif,785.0,1000.0,,bb7b221c75f72e01873e07b2016c5ef2,train
doc_00000048,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/522711482+-1489.tif,test/form/522711482+-1489.tif,form,test,test/form,.tif,754.0,1000.0,,1184527eda735f6d658ba63a627bf120,train
doc_00000049,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2029179401_2029179402.tif,test/form/2029179401_2029179402.tif,form,test,test/form,.tif,777.0,1000.0,,a507c98d722867a13de5d64af3b6605f,train
doc_00000050,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2041856253_2041856254.tif,test/form/2041856253_2041856254.tif,form,test,test/form,.tif,847.0,1000.0,,8ab861b6706f044bff1943bd75ce8814,train
doc_00000051,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/1000800198.tif,test/form/1000800198.tif,form,test,test/form,.tif,777.0,1000.0,,ec60ee4d65734e38542ccf141206a186,val
doc_00000052,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/502942134+-2134.tif,test/form/502942134+-2134.tif,form,test,test/form,.tif,754.0,1000.0,,a80da572fdbb4fd3c1693a4a64951f1f,val
doc_00000053,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2084337379.tif,test/form/2084337379.tif,form,test,test/form,.tif,754.0,1000.0,,ee7a25313463838bbb04a626bd51c307,val
doc_00000054,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2086078536.tif,test/form/2086078536.tif,form,test,test/form,.tif,754.0,1000.0,,34e547aebf43c1fbbd7bcec566c77839,train
doc_00000055,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2073059390.tif,test/form/2073059390.tif,form,test,test/form,.tif,754.0,1000.0,,f086bfcc00c6a1f7348179e6db87a3d3,val
doc_00000056,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/0060050446.tif,test/form/0060050446.tif,form,test,test/form,.tif,762.0,1000.0,,5ea186968a1c3ec39eba831db0b1d4d4,train
doc_00000057,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2023664850.tif,test/form/2023664850.tif,form,test,test/form,.tif,777.0,1000.0,,23e8e608dc486ce1b6e33ba98e24221c,train
doc_00000058,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2074827083.tif,test/form/2074827083.tif,form,test,test/form,.tif,802.0,1000.0,,6bbc4a7d4f3a28aa67855fa5761dcbaa,train
doc_00000059,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2026000947.tif,test/form/2026000947.tif,form,test,test/form,.tif,777.0,1000.0,,8556df9c6682d0bdbfb86be22fa87c80,train
doc_00000060,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2073701388.tif,test/form/2073701388.tif,form,test,test/form,.tif,754.0,1000.0,,7e53594e0e06afd9bf064086c20fc956,val
doc_00000061,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2072511578.tif,test/form/2072511578.tif,form,test,test/form,.tif,754.0,1000.0,,e0f8f32c19621f8c74e1729dbe549b3e,val
doc_00000062,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/521702177+-2180.tif,test/form/521702177+-2180.tif,form,test,test/form,.tif,754.0,1000.0,,42e8de7085a70e82e775a3959e90973a,train
doc_00000063,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2086083629_3630.tif,test/form/2086083629_3630.tif,form,test,test/form,.tif,754.0,1000.0,,33718b1364bb5f1aadf472c8ec70ebaf,test
doc_00000064,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/1001860019_1001860020.tif,test/form/1001860019_1001860020.tif,form,test,test/form,.tif,777.0,1000.0,,d803c84982b76a4c553ddf3bf5111416,train
doc_00000065,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2505146014.tif,test/form/2505146014.tif,form,test,test/form,.tif,754.0,1000.0,,c617dc4010e86afb9b9fe610eb831bc0,train
doc_00000066,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/95515166.tif,test/form/95515166.tif,form,test,test/form,.tif,754.0,1000.0,,e9622277a19963888cf92cb3b91d672c,train
doc_00000067,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2074135010.tif,test/form/2074135010.tif,form,test,test/form,.tif,754.0,1000.0,,3996b45d3770c2540ff1decf08432be0,train
doc_00000068,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2082698193.tif,test/form/2082698193.tif,form,test,test/form,.tif,754.0,1000.0,,330e740053e5ac4ef956500925a978db,train
doc_00000069,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2501814381.tif,test/form/2501814381.tif,form,test,test/form,.tif,754.0,1000.0,,d5a8d69d24a630a44d5c4c511c2a2650,train
doc_00000070,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2078064834.tif,test/form/2078064834.tif,form,test,test/form,.tif,754.0,1000.0,,a57f8b5c7d62eafc81f2cf9ef556a504,train
doc_00000071,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/506487562.tif,test/form/506487562.tif,form,test,test/form,.tif,776.0,1000.0,,74cbe81a5dcdac7d4835d462a1896248,test
doc_00000072,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2028743428_2028743429.tif,test/form/2028743428_2028743429.tif,form,test,test/form,.tif,777.0,1000.0,,2c8e0e2d26c224670edd69a412807705,train
doc_00000073,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2047977863_2047977864.tif,test/form/2047977863_2047977864.tif,form,test,test/form,.tif,769.0,1000.0,,d9c8d3e870be701c5abeffac9798417d,train
doc_00000074,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2077656525.tif,test/form/2077656525.tif,form,test,test/form,.tif,754.0,1000.0,,7e51c79e2650ae411b79de868bf1b230,train
doc_00000075,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2077884734.tif,test/form/2077884734.tif,form,test,test/form,.tif,754.0,1000.0,,b015c150727085b67b8ea5ffcf144ad2,test
doc_00000076,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/92206442.tif,test/form/92206442.tif,form,test,test/form,.tif,802.0,1000.0,,f9d9beea58e26285c6044bdf0d77f34a,val
doc_00000077,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/502526100.tif,test/form/502526100.tif,form,test,test/form,.tif,781.0,1000.0,,d0b4b66bf05332e65fc6604298e7c6ab,val
doc_00000078,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/509346911.tif,test/form/509346911.tif,form,test,test/form,.tif,775.0,1000.0,,4a7792deb7c52a48db378b4a9e67990e,train
doc_00000079,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/508796620.tif,test/form/508796620.tif,form,test,test/form,.tif,780.0,1000.0,,4e73d8af9eae083483ad14325203adb5,train
doc_00000080,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2021332257.tif,test/form/2021332257.tif,form,test,test/form,.tif,777.0,1000.0,,206005b8f24be375d1acdd61cf4d3f00,train
doc_00000081,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2030852342.tif,test/form/2030852342.tif,form,test,test/form,.tif,786.0,1000.0,,6e8ad727ada54f4ef989323c0de5fee7,train
doc_00000082,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/94399985.tif,test/form/94399985.tif,form,test,test/form,.tif,803.0,1000.0,,1baafbfc6d7a2335561b7d41200ca2a8,val
doc_00000083,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2501607915.tif,test/form/2501607915.tif,form,test,test/form,.tif,794.0,1000.0,,2ea0491f3ee10648eaaf3dc54acc4a49,train
doc_00000084,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2029090087.tif,test/form/2029090087.tif,form,test,test/form,.tif,777.0,1000.0,,65a8442bc73186fac832132903c20b7a,train
doc_00000085,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2064204152.tif,test/form/2064204152.tif,form,test,test/form,.tif,754.0,1000.0,,8a0c9b0a4862b7ce3d5d1520dcc57969,train
doc_00000086,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2026000239.tif,test/form/2026000239.tif,form,test,test/form,.tif,777.0,1000.0,,836faa4c40f7671cde9d8509498563e6,test
doc_00000087,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2061663286.tif,test/form/2061663286.tif,form,test,test/form,.tif,781.0,1000.0,,51096e3e37a24a4bc4678f279d3cc580,train
doc_00000088,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/91741604_91741605.tif,test/form/91741604_91741605.tif,form,test,test/form,.tif,805.0,1000.0,,7eb1b490f25f2de84d9523e6cde06033,train
doc_00000089,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2074221786.tif,test/form/2074221786.tif,form,test,test/form,.tif,754.0,1000.0,,7a7b49d084bb92b146930f79e5a84672,test
doc_00000090,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2505365112.tif,test/form/2505365112.tif,form,test,test/form,.tif,754.0,1000.0,,f4f67cb463d52dc15aa5dfc7b06c3fda,test
doc_00000091,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2083949762.tif,test/form/2083949762.tif,form,test,test/form,.tif,754.0,1000.0,,3fa305621b0f4cfd7a196bfcafa47bad,train
doc_00000092,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2023298821.tif,test/form/2023298821.tif,form,test,test/form,.tif,777.0,1000.0,,5c5cb09855bf43e98515f1f36ceed680,train
doc_00000093,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/512128417_512128418.tif,test/form/512128417_512128418.tif,form,test,test/form,.tif,789.0,1000.0,,14e6d37aa5d4544a1168f79eb531dd19,val
doc_00000094,/Users/sofiiaavetisian/Desktop/UNI/statistical_learning/FINAL_PROJECT/document-classification/document_classification_project/data/raw/kaggle_extracted/test/form/2074693116.tif,test/form/2074693116.tif,form,test,test/form,.tif,754.0,1000.0,,cfa46102c88e075748e088889f129629,train
